,Z01,Z02,Z03,Z04,Z05,Z06,Z07,Z08,Z09,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27
Z11,8.207471772155952,10.452033078829096,39.92100562184977,34.12856243791337,29.10083800719071,24.2041877510557,12.924701617825946,19.898889480569075,31.404408297562703,12.476646470214943,0.0,5.225969026641165,10.71677103055203,30.891389878212475,28.551980513473303,17.004887671340928,41.16518980144493,41.138217085172975,52.59232306543653,50.224647243706855,49.468863649163396,42.18711544564392,76.14921305365024,71.32411984923817,344.4027362589486,515.3810575193083,880.2748266465476
Z12,13.26643246163847,5.226064056135657,38.592273345214366,34.013708915886326,30.367213334084752,23.51803545543118,16.549063303983434,25.043802312014755,36.614921348721836,17.515173631466162,5.225969026641165,0.0,15.836499005663928,36.016035129578526,33.04467495684184,17.515173631463455,46.33223200645106,44.87098992147984,56.072000523012555,54.82857746622201,53.50678316688826,45.67623057030427,77.41944939194886,69.17835105619568,343.1255037833582,516.5777494624505,881.6235867907516
Z13,2.6129012724880214,21.00874071606529,42.10092292074721,34.23613362472153,26.761243868305055,26.40710663430395,8.3178241249312,9.208916533320728,20.902352364368284,6.690032396159898,10.71677103055203,15.836499005663928,0.0,21.809239803135572,22.712644941961628,22.626945252462413,31.60257298082264,37.14686798705798,48.934281739938704,43.120729067953064,40.2351059069746,34.186097006242996,77.25721321662542,74.30741822455913,344.6563349722992,515.7071238892663,880.2111265377978
Z14,24.206174730991602,41.16621280068912,61.67353648733483,52.59247231457131,43.582724108359756,46.84458641281339,28.25829888913201,14.944598141028374,9.208050091804264,18.532651394545493,30.891389878212475,36.016035129578526,21.809239803135572,0.0,11.116997688086718,32.82551673222973,10.450316391757939,23.598783998750854,34.12120184161809,22.712523905631734,39.79524338051723,39.337492252375384,69.35979711344775,93.6893048174051,359.3821435081825,503.0205577892225,866.6840668484467
Z15,24.353576045929238,37.726708108740425,64.78938384189124,56.614503537166634,48.41299139581362,49.116608398278125,30.76939838949676,20.069426435790273,19.73472473045687,16.81267290865725,28.551980513473303,33.04467495684184,22.712644941961628,11.116997688086718,0.0,24.825818562874385,19.10465125085746,14.978795610831906,26.64256466392707,21.808689761227853,50.1174410563423,48.40810579136675,59.27991441595401,97.00842233374058,366.07844550120683,495.1480104702084,859.2372571011678
Z16,21.439593826752752,19.46817807763669,56.08867037930943,51.00027354367338,46.04782029456052,40.77751389097787,28.725514493659773,29.228431494006784,37.70893243859212,18.2677697232929,17.004887671340928,17.515173631463455,22.626945252462413,32.82551673222973,24.825818562874385,0.0,42.86097895681492,31.834952733273866,41.7419244370666,45.27373329642216,62.5605853409172,56.808375400694715,59.91477744366974,86.5547371102319,360.6400876316612,499.0638753233527,864.1106910986467
Z17,34.11201933840202,51.51122256169903,69.33574217515786,59.80630256912729,50.43801872597242,55.271943565443,37.14710980816474,23.577513240930067,13.076523373400157,28.91632484462467,41.16518980144493,46.33223200645106,31.60257298082264,10.450316391757939,19.10465125085746,42.86097895681492,0.0,26.6376974855135,34.680364301859534,18.531194106347808,39.33625017295221,41.588071976006155,72.21511081244726,100.87603745194417,362.9173419666943,501.349174049834,864.3940318213662
Z18,38.461545213591236,48.87811477368273,79.18364340135047,71.32089007118317,63.306134064996556,63.35507915484189,45.38273225273373,35.02821166602577,32.80352988865082,30.769171321531896,41.138217085172975,44.87098992147984,37.14686798705798,23.598783998750854,14.978795610831906,31.834952733273866,26.6376974855135,0.0,11.788480643123334,16.409344166212428,63.33712534564418,62.70533349637733,46.003787822924195,111.32722640859251,381.054476030573,480.24756289100367,844.2782888741873
Z19,50.22452535724737,59.806292152730435,90.95470091874174,83.10630767120362,75.04393755891567,75.11004373091157,57.17043090613889,46.576420827046896,43.15546010161325,42.53355212208619,52.59232306543653,56.072000523012555,48.934281739938704,34.12120184161809,26.64256466392707,41.7419244370666,34.680364301859534,11.788480643123334,0.0,18.638873638531987,73.22178664988652,73.457678220243,38.199782878420564,123.0790062005825,392.66688375126154,468.9929576831749,832.8509366524416
Z20,45.16740147208155,59.5352679106733,84.24183071596651,75.27916774532062,66.2948819724185,69.11876640225789,50.43801872597175,37.539642993844424,30.087591429416783,38.06908430028873,50.224647243706855,54.82857746622201,43.120729067953064,22.712523905631734,21.808689761227853,45.27373329642216,18.531194106347808,16.409344166212428,18.638873638531987,0.0,57.831782224786295,59.91691427841003,56.780637329534855,116.33831964647328,381.115430800397,482.819779488872,845.88747189971
